Student ID,English,Mathematics,Science,Social Studies,Logical Reasoning,Computer Awareness,Courses,Interest
Student_106_3,76,82,84,78,84,90,DIPLOMA,Electronics and Communication
Student_106_4,78,82,76,87,95,80,DIPLOMA,Construction and Design
Student_106_5,85,82,76,89,85,80,DIPLOMA,Hospitality and Event Management
Student_106_6,80,84,93,78,84,79,DIPLOMA,Life Sciences and Environment
Student_106_7,87,77,82,80,84,83,DIPLOMA,Arts and Media
Student_106_8,84,76,92,78,81,82,DIPLOMA,Physical Education and Wellness
Student_106_9,82,85,75,75,93,81,DIPLOMA,"Finance, Business, and Marketing"
Student_107_1,77,84,80,76,85,87,DIPLOMA,Computer Science and Information Technology
Student_107_2,75,92,86,78,85,80,DIPLOMA,Mechanical and Electrical
Student_107_3,79,80,86,75,81,87,DIPLOMA,Electronics and Communication
Student_107_4,79,85,80,87,87,85,DIPLOMA,Construction and Design
Student_107_5,86,85,75,86,83,84,DIPLOMA,Hospitality and Event Management
Student_107_6,82,85,92,78,84,77,DIPLOMA,Life Sciences and Environment
Student_107_7,85,80,83,87,82,81,DIPLOMA,Arts and Media
Student_107_8,80,79,87,79,83,85,DIPLOMA,Physical Education and Wellness
Student_107_9,85,82,75,78,87,82,DIPLOMA,"Finance, Business, and Marketing"
Student_108_1,76,80,82,77,81,94,DIPLOMA,Computer Science and Information Technology
Student_108_2,76,91,81,78,85,80,DIPLOMA,Mechanical and Electrical
Student_108_3,80,82,82,78,85,86,DIPLOMA,Electronics and Communication
Student_108_4,80,83,79,81,94,83,DIPLOMA,Construction and Design
Student_108_5,86,81,78,88,83,84,DIPLOMA,Hospitality and Event Management
Student_108_6,82,82,86,78,85,75,DIPLOMA,Life Sciences and Environment
Student_108_7,90,80,81,88,85,82,DIPLOMA,Arts and Media
Student_108_8,88,79,91,76,81,82,DIPLOMA,Physical Education and Wellness
Student_108_9,82,88,78,79,93,84,DIPLOMA,"Finance, Business, and Marketing"
Student_109_1,78,83,84,76,83,92,DIPLOMA,Computer Science and Information Technology
Student_109_2,76,93,89,78,80,82,DIPLOMA,Mechanical and Electrical
Student_109_3,77,80,84,77,82,92,DIPLOMA,Electronics and Communication
Student_109_4,80,81,77,82,94,81,DIPLOMA,Construction and Design
Student_109_5,85,81,78,89,80,80,DIPLOMA,Hospitality and Event Management
Student_109_6,82,84,93,79,83,78,DIPLOMA,Life Sciences and Environment
Student_109_7,90,79,80,84,81,82,DIPLOMA,Arts and Media
Student_109_8,87,77,86,79,81,80,DIPLOMA,Physical Education and Wellness
Student_109_9,82,81,75,79,87,83,DIPLOMA,"Finance, Business, and Marketing"
Student_110_1,79,84,82,77,84,87,DIPLOMA,Computer Science and Information Technology
Student_110_2,76,94,82,77,83,82,DIPLOMA,Mechanical and Electrical
Student_110_3,77,82,87,79,85,89,DIPLOMA,Electronics and Communication
Student_110_4,78,80,78,88,87,83,DIPLOMA,Construction and Design
Student_110_5,91,81,76,80,85,80,DIPLOMA,Hospitality and Event Management
Student_110_6,84,83,89,75,84,79,DIPLOMA,Life Sciences and Environment
Student_110_7,86,77,83,84,83,84,DIPLOMA,Arts and Media
Student_110_8,88,77,95,78,85,82,DIPLOMA,Physical Education and Wellness
Student_110_9,82,82,77,75,86,85,DIPLOMA,"Finance, Business, and Marketing"
Student_111_1,75,80,80,80,80,95,DIPLOMA,Computer Science and Information Technology
Student_111_2,80,91,85,75,83,80,DIPLOMA,Mechanical and Electrical
Student_111_3,79,83,90,80,85,85,DIPLOMA,Electronics and Communication
Student_111_4,77,84,75,85,92,85,DIPLOMA,Construction and Design
Student_111_5,91,81,75,90,83,80,DIPLOMA,Hospitality and Event Management
Student_111_6,85,81,87,76,83,78,DIPLOMA,Life Sciences and Environment
Student_111_7,85,78,80,85,85,85,DIPLOMA,Arts and Media
Student_111_8,89,76,85,75,85,84,DIPLOMA,Physical Education and Wellness
Student_111_9,85,82,76,78,93,80,DIPLOMA,"Finance, Business, and Marketing"
Student_112_1,76,85,84,77,84,85,DIPLOMA,Computer Science and Information Technology
Student_112_2,78,92,90,79,82,84,DIPLOMA,Mechanical and Electrical
Student_112_3,75,84,84,75,84,89,DIPLOMA,Electronics and Communication
Student_112_4,77,82,78,81,90,83,DIPLOMA,Construction and Design
Student_112_5,85,81,75,89,83,85,DIPLOMA,Hospitality and Event Management
Student_112_6,84,80,87,80,81,75,DIPLOMA,Life Sciences and Environment
Student_112_7,89,79,83,85,82,80,DIPLOMA,Arts and Media
Student_112_8,90,79,86,76,80,85,DIPLOMA,Physical Education and Wellness
Student_112_9,81,81,77,77,95,80,DIPLOMA,"Finance, Business, and Marketing"
Student_113_1,78,89,82,79,81,89,DIPLOMA,Computer Science and Information Technology
Student_113_2,76,88,82,76,82,85,DIPLOMA,Mechanical and Electrical
Student_113_3,79,84,89,77,81,88,DIPLOMA,Electronics and Communication
Student_113_4,75,85,76,84,86,83,DIPLOMA,Construction and Design
Student_113_5,89,83,75,90,81,82,DIPLOMA,Hospitality and Event Management
Student_113_6,85,84,94,76,87,77,DIPLOMA,Life Sciences and Environment
Student_113_7,92,76,81,84,80,85,DIPLOMA,Arts and Media
Student_113_8,85,77,85,75,81,82,DIPLOMA,Physical Education and Wellness
Student_113_9,82,88,78,75,92,83,DIPLOMA,"Finance, Business, and Marketing"
Student_114_1,76,86,84,76,84,85,DIPLOMA,Computer Science and Information Technology
Student_114_2,76,93,81,76,82,84,DIPLOMA,Mechanical and Electrical
Student_114_3,79,83,83,78,83,90,DIPLOMA,Electronics and Communication
Student_114_4,76,81,80,82,89,80,DIPLOMA,Construction and Design
Student_114_5,87,80,75,80,80,80,DIPLOMA,Hospitality and Event Management
Student_114_6,81,82,89,79,81,77,DIPLOMA,Life Sciences and Environment
Student_114_7,95,77,80,88,81,81,DIPLOMA,Arts and Media
Student_114_8,87,75,87,77,82,83,DIPLOMA,Physical Education and Wellness
Student_114_9,82,81,77,75,93,83,DIPLOMA,"Finance, Business, and Marketing"
Student_115_1,75,87,80,76,80,89,DIPLOMA,Computer Science and Information Technology
Student_115_2,78,90,80,77,82,83,DIPLOMA,Mechanical and Electrical
Student_115_3,75,83,87,77,84,87,DIPLOMA,Electronics and Communication
Student_115_4,78,83,77,85,86,85,DIPLOMA,Construction and Design
Student_115_5,88,84,76,90,83,83,DIPLOMA,Hospitality and Event Management
Student_115_6,82,84,85,79,87,79,DIPLOMA,Life Sciences and Environment
Student_115_7,89,76,81,83,83,85,DIPLOMA,Arts and Media
Student_115_8,84,76,85,77,81,80,DIPLOMA,Physical Education and Wellness
Student_115_9,85,84,76,80,89,83,DIPLOMA,"Finance, Business, and Marketing"
Student_116_1,75,83,85,76,82,93,DIPLOMA,Computer Science and Information Technology
Student_116_2,76,93,88,75,80,84,DIPLOMA,Mechanical and Electrical
Student_116_3,76,80,86,78,83,92,DIPLOMA,Electronics and Communication
Student_116_4,76,80,78,90,89,80,DIPLOMA,Construction and Design
Student_116_5,89,84,76,86,85,85,DIPLOMA,Hospitality and Event Management
Student_116_6,85,82,90,75,83,76,DIPLOMA,Life Sciences and Environment
Student_116_7,94,77,80,85,83,85,DIPLOMA,Arts and Media
Student_116_8,89,77,86,77,81,85,DIPLOMA,Physical Education and Wellness
Student_116_9,85,84,79,79,87,81,DIPLOMA,"Finance, Business, and Marketing"
Student_117_1,78,86,81,77,83,93,DIPLOMA,Computer Science and Information Technology
Student_117_2,77,90,83,76,83,85,DIPLOMA,Mechanical and Electrical
Student_117_3,80,82,90,80,82,89,DIPLOMA,Electronics and Communication
Student_117_4,80,80,75,84,85,80,DIPLOMA,Construction and Design
Student_117_5,91,82,76,87,85,84,DIPLOMA,Hospitality and Event Management
Student_117_6,83,85,93,76,89,77,DIPLOMA,Life Sciences and Environment
Student_117_7,91,76,81,82,84,82,DIPLOMA,Arts and Media
Student_117_8,82,78,94,78,81,81,DIPLOMA,Physical Education and Wellness
Student_117_9,85,87,79,75,95,84,DIPLOMA,"Finance, Business, and Marketing"
Student_118_1,76,90,82,79,82,92,DIPLOMA,Computer Science and Information Technology
Student_118_2,76,85,89,79,85,85,DIPLOMA,Mechanical and Electrical
Student_118_3,80,83,83,78,82,92,DIPLOMA,Electronics and Communication
Student_118_4,77,81,79,86,95,80,DIPLOMA,Construction and Design
Student_118_5,85,82,77,80,83,80,DIPLOMA,Hospitality and Event Management
Student_118_6,80,82,86,78,88,79,DIPLOMA,Life Sciences and Environment
Student_118_7,89,76,81,87,84,80,DIPLOMA,Arts and Media
Student_118_8,80,75,87,79,84,81,DIPLOMA,Physical Education and Wellness
Student_118_9,82,83,78,75,93,81,DIPLOMA,"Finance, Business, and Marketing"
Student_119_1,80,86,85,80,85,91,DIPLOMA,Computer Science and Information Technology
Student_119_2,78,91,82,77,85,81,DIPLOMA,Mechanical and Electrical
Student_119_3,76,80,84,78,80,87,DIPLOMA,Electronics and Communication
Student_119_4,79,80,76,89,93,85,DIPLOMA,Construction and Design
Student_119_5,85,83,76,82,81,85,DIPLOMA,Hospitality and Event Management
Student_119_6,83,85,88,80,83,78,DIPLOMA,Life Sciences and Environment
Student_119_7,88,79,85,81,85,84,DIPLOMA,Arts and Media
Student_119_8,82,75,91,78,82,85,DIPLOMA,Physical Education and Wellness
Student_119_9,84,88,76,77,93,82,DIPLOMA,"Finance, Business, and Marketing"
Student_120_1,79,90,84,79,81,94,DIPLOMA,Computer Science and Information Technology
Student_120_2,78,85,90,79,80,82,DIPLOMA,Mechanical and Electrical
Student_120_3,78,81,89,78,81,88,DIPLOMA,Electronics and Communication
Student_120_4,80,83,75,86,92,80,DIPLOMA,Construction and Design
Student_120_5,95,84,80,81,81,83,DIPLOMA,Hospitality and Event Management
Student_120_6,82,80,86,80,88,79,DIPLOMA,Life Sciences and Environment
Student_120_7,86,77,82,82,83,81,DIPLOMA,Arts and Media
Student_120_8,90,78,89,79,83,80,DIPLOMA,Physical Education and Wellness
Student_120_9,81,80,78,77,85,83,DIPLOMA,"Finance, Business, and Marketing"
Student_121_1,79,89,81,77,85,94,DIPLOMA,Computer Science and Information Technology
Student_121_2,78,88,83,78,82,84,DIPLOMA,Mechanical and Electrical
Student_121_3,75,85,83,76,85,88,DIPLOMA,Electronics and Communication
Student_121_4,77,80,79,82,86,84,DIPLOMA,Construction and Design
Student_121_5,85,85,76,81,80,80,DIPLOMA,Hospitality and Event Management
Student_121_6,80,83,86,77,82,76,DIPLOMA,Life Sciences and Environment
Student_121_7,92,76,81,87,82,84,DIPLOMA,Arts and Media
Student_121_8,82,79,85,80,83,80,DIPLOMA,Physical Education and Wellness
Student_121_9,84,81,78,75,88,81,DIPLOMA,"Finance, Business, and Marketing"
Student_122_1,79,90,85,79,82,87,DIPLOMA,Computer Science and Information Technology
Student_122_2,80,94,88,75,83,81,DIPLOMA,Mechanical and Electrical
Student_122_3,77,80,80,79,81,92,DIPLOMA,Electronics and Communication
Student_122_4,76,80,77,89,91,80,DIPLOMA,Construction and Design
Student_122_5,93,81,76,82,81,83,DIPLOMA,Hospitality and Event Management
Student_122_6,84,85,93,77,81,80,DIPLOMA,Life Sciences and Environment
Student_122_7,89,80,83,82,83,84,DIPLOMA,Arts and Media
Student_122_8,88,79,85,77,83,83,DIPLOMA,Physical Education and Wellness
Student_122_9,83,90,76,76,94,81,DIPLOMA,"Finance, Business, and Marketing"
Student_123_1,79,89,82,75,80,93,DIPLOMA,Computer Science and Information Technology
Student_123_2,77,93,81,79,82,82,DIPLOMA,Mechanical and Electrical
Student_123_3,78,85,85,78,81,86,DIPLOMA,Electronics and Communication
Student_123_4,80,84,79,82,85,81,DIPLOMA,Construction and Design
Student_123_5,92,81,78,87,85,82,DIPLOMA,Hospitality and Event Management
Student_123_6,83,83,92,76,82,79,DIPLOMA,Life Sciences and Environment
Student_123_7,89,76,84,88,83,80,DIPLOMA,Arts and Media
Student_123_8,87,76,89,76,81,82,DIPLOMA,Physical Education and Wellness
Student_123_9,80,83,78,78,86,81,DIPLOMA,"Finance, Business, and Marketing"
Student_124_1,78,83,84,75,82,93,DIPLOMA,Computer Science and Information Technology
Student_124_2,79,88,89,79,85,81,DIPLOMA,Mechanical and Electrical
Student_124_3,80,81,86,80,85,85,DIPLOMA,Electronics and Communication
Student_124_4,78,83,79,86,93,84,DIPLOMA,Construction and Design
Student_124_5,93,81,78,82,82,82,DIPLOMA,Hospitality and Event Management
Student_124_6,80,84,93,80,82,76,DIPLOMA,Life Sciences and Environment
Student_124_7,85,79,83,87,83,80,DIPLOMA,Arts and Media
Student_124_8,89,76,92,78,83,80,DIPLOMA,Physical Education and Wellness
Student_124_9,85,85,75,77,88,80,DIPLOMA,"Finance, Business, and Marketing"
Student_125_1,75,90,82,75,81,85,DIPLOMA,Computer Science and Information Technology
Student_125_2,76,92,90,75,82,85,DIPLOMA,Mechanical and Electrical
Student_125_3,80,80,83,77,83,91,DIPLOMA,Electronics and Communication
Student_125_4,78,84,75,85,89,84,DIPLOMA,Construction and Design
Student_125_5,90,84,77,87,85,83,DIPLOMA,Hospitality and Event Management
Student_125_6,83,80,91,80,81,77,DIPLOMA,Life Sciences and Environment
Student_125_7,88,76,82,84,81,82,DIPLOMA,Arts and Media
Student_125_8,81,78,85,76,84,81,DIPLOMA,Physical Education and Wellness
Student_125_9,84,83,79,79,92,85,DIPLOMA,"Finance, Business, and Marketing"
Student_126_1,75,87,81,75,83,92,DIPLOMA,Computer Science and Information Technology
Student_126_2,80,89,90,78,81,82,DIPLOMA,Mechanical and Electrical
Student_126_3,75,83,83,77,81,86,DIPLOMA,Electronics and Communication
Student_126_4,77,85,77,85,86,80,DIPLOMA,Construction and Design
Student_126_5,87,84,75,90,80,85,DIPLOMA,Hospitality and Event Management
Student_126_6,83,81,89,80,87,80,DIPLOMA,Life Sciences and Environment
Student_126_7,93,76,83,90,85,80,DIPLOMA,Arts and Media
Student_126_8,85,76,90,79,85,85,DIPLOMA,Physical Education and Wellness
Student_126_9,82,90,75,80,95,85,DIPLOMA,"Finance, Business, and Marketing"
Student_127_1,78,88,80,75,80,93,DIPLOMA,Computer Science and Information Technology
Student_127_2,77,89,89,78,83,80,DIPLOMA,Mechanical and Electrical
Student_127_3,77,80,86,80,85,93,DIPLOMA,Electronics and Communication
Student_127_4,79,84,75,86,89,84,DIPLOMA,Construction and Design
Student_127_5,88,81,77,86,82,80,DIPLOMA,Hospitality and Event Management
Student_127_6,82,85,89,78,90,76,DIPLOMA,Life Sciences and Environment
Student_127_7,94,76,80,80,80,83,DIPLOMA,Arts and Media
Student_127_8,83,77,89,79,85,81,DIPLOMA,Physical Education and Wellness
Student_127_9,85,83,77,80,86,83,DIPLOMA,"Finance, Business, and Marketing"
Student_128_1,77,88,85,75,85,94,DIPLOMA,Computer Science and Information Technology
Student_128_2,77,94,83,77,82,82,DIPLOMA,Mechanical and Electrical
Student_128_3,76,85,87,75,84,93,DIPLOMA,Electronics and Communication
Student_128_4,80,83,79,90,86,80,DIPLOMA,Construction and Design
Student_128_5,88,84,78,82,85,82,DIPLOMA,Hospitality and Event Management
Student_128_6,81,83,86,77,82,77,DIPLOMA,Life Sciences and Environment
Student_128_7,89,80,82,83,80,83,DIPLOMA,Arts and Media
Student_128_8,84,76,91,77,80,81,DIPLOMA,Physical Education and Wellness
Student_128_9,80,88,78,76,93,83,DIPLOMA,"Finance, Business, and Marketing"
Student_129_1,78,85,80,78,83,93,DIPLOMA,Computer Science and Information Technology
Student_129_2,79,89,89,75,85,80,DIPLOMA,Mechanical and Electrical
Student_129_3,78,82,83,80,81,93,DIPLOMA,Electronics and Communication
Student_129_4,80,83,76,80,92,81,DIPLOMA,Construction and Design
Student_129_5,87,84,76,88,85,82,DIPLOMA,Hospitality and Event Management
Student_129_6,85,82,86,75,80,75,DIPLOMA,Life Sciences and Environment
Student_129_7,86,79,84,86,82,81,DIPLOMA,Arts and Media
Student_129_8,89,79,90,80,85,81,DIPLOMA,Physical Education and Wellness
Student_129_9,81,82,75,80,95,81,DIPLOMA,"Finance, Business, and Marketing"
Student_130_1,78,83,82,78,82,86,DIPLOMA,Computer Science and Information Technology
Student_130_2,79,87,88,75,85,85,DIPLOMA,Mechanical and Electrical
Student_130_3,77,83,90,75,80,91,DIPLOMA,Electronics and Communication
Student_130_4,75,84,76,80,91,81,DIPLOMA,Construction and Design
Student_130_5,87,81,80,84,82,85,DIPLOMA,Hospitality and Event Management
Student_130_6,85,84,94,75,85,80,DIPLOMA,Life Sciences and Environment
Student_130_7,86,75,82,85,85,83,DIPLOMA,Arts and Media
Student_130_8,88,78,94,77,84,82,DIPLOMA,Physical Education and Wellness
Student_130_9,83,85,75,77,89,82,DIPLOMA,"Finance, Business, and Marketing"
Student_131_1,76,83,83,79,81,92,DIPLOMA,Computer Science and Information Technology
Student_131_2,80,87,82,76,84,82,DIPLOMA,Mechanical and Electrical
Student_131_3,80,83,90,80,80,92,DIPLOMA,Electronics and Communication
Student_131_4,79,80,76,82,92,85,DIPLOMA,Construction and Design
Student_131_5,95,85,77,80,85,85,DIPLOMA,Hospitality and Event Management
Student_131_6,85,80,88,75,83,80,DIPLOMA,Life Sciences and Environment
Student_131_7,85,76,82,81,82,84,DIPLOMA,Arts and Media
Student_131_8,85,80,89,75,81,81,DIPLOMA,Physical Education and Wellness
Student_131_9,83,83,78,80,91,84,DIPLOMA,"Finance, Business, and Marketing"
Student_132_1,80,82,82,75,83,87,DIPLOMA,Computer Science and Information Technology
Student_132_2,79,87,88,78,81,83,DIPLOMA,Mechanical and Electrical
Student_132_3,79,81,83,76,82,88,DIPLOMA,Electronics and Communication
Student_132_4,77,83,78,85,86,85,DIPLOMA,Construction and Design
Student_132_5,93,81,80,81,85,82,DIPLOMA,Hospitality and Event Management
Student_132_6,84,84,92,75,84,77,DIPLOMA,Life Sciences and Environment
Student_132_7,87,78,85,82,83,81,DIPLOMA,Arts and Media
Student_132_8,90,79,89,79,81,84,DIPLOMA,Physical Education and Wellness
Student_132_9,83,88,77,76,90,84,DIPLOMA,"Finance, Business, and Marketing"
Student_133_1,76,83,83,79,84,95,DIPLOMA,Computer Science and Information Technology
Student_133_2,76,88,86,77,81,81,DIPLOMA,Mechanical and Electrical
Student_133_3,75,83,88,75,84,91,DIPLOMA,Electronics and Communication
Student_133_4,80,82,77,80,95,83,DIPLOMA,Construction and Design
Student_133_5,85,81,75,85,82,84,DIPLOMA,Hospitality and Event Management
Student_133_6,82,82,89,78,83,79,DIPLOMA,Life Sciences and Environment
Student_133_7,95,76,80,80,83,80,DIPLOMA,Arts and Media
Student_133_8,80,80,90,77,85,83,DIPLOMA,Physical Education and Wellness
Student_133_9,81,83,75,75,86,83,DIPLOMA,"Finance, Business, and Marketing"
Student_134_1,79,87,82,76,85,88,DIPLOMA,Computer Science and Information Technology
Student_134_2,79,95,84,75,85,84,DIPLOMA,Mechanical and Electrical
Student_134_3,75,83,88,78,82,95,DIPLOMA,Electronics and Communication
Student_134_4,75,81,80,87,86,84,DIPLOMA,Construction and Design
Student_134_5,93,80,79,86,81,81,DIPLOMA,Hospitality and Event Management
Student_134_6,81,82,91,76,88,77,DIPLOMA,Life Sciences and Environment
Student_134_7,91,80,85,89,82,83,DIPLOMA,Arts and Media
Student_134_8,83,79,95,78,81,81,DIPLOMA,Physical Education and Wellness
Student_134_9,85,86,75,76,87,82,DIPLOMA,"Finance, Business, and Marketing"
Student_135_1,78,86,84,76,82,86,DIPLOMA,Computer Science and Information Technology
Student_135_2,80,86,81,76,84,85,DIPLOMA,Mechanical and Electrical
Student_135_3,78,83,86,79,82,94,DIPLOMA,Electronics and Communication
Student_135_4,77,84,79,83,91,80,DIPLOMA,Construction and Design
Student_135_5,87,84,79,85,81,85,DIPLOMA,Hospitality and Event Management
Student_135_6,82,83,91,80,89,77,DIPLOMA,Life Sciences and Environment
Student_135_7,89,76,80,89,82,80,DIPLOMA,Arts and Media
Student_135_8,82,76,88,80,82,82,DIPLOMA,Physical Education and Wellness
Student_135_9,83,82,77,79,91,82,DIPLOMA,"Finance, Business, and Marketing"
Student_136_1,80,88,81,76,81,92,DIPLOMA,Computer Science and Information Technology
Student_136_2,75,89,80,77,82,82,DIPLOMA,Mechanical and Electrical
Student_136_3,76,84,86,78,81,93,DIPLOMA,Electronics and Communication
Student_136_4,77,81,75,83,86,83,DIPLOMA,Construction and Design
Student_136_5,94,80,75,90,83,83,DIPLOMA,Hospitality and Event Management
Student_136_6,83,80,93,80,81,80,DIPLOMA,Life Sciences and Environment
Student_136_7,88,80,83,90,84,85,DIPLOMA,Arts and Media
Student_136_8,83,77,91,78,85,84,DIPLOMA,Physical Education and Wellness
Student_136_9,82,83,76,80,90,85,DIPLOMA,"Finance, Business, and Marketing"
Student_137_1,75,81,83,77,80,90,DIPLOMA,Computer Science and Information Technology
Student_137_2,76,91,81,77,85,85,DIPLOMA,Mechanical and Electrical
Student_137_3,78,84,87,79,85,87,DIPLOMA,Electronics and Communication
Student_137_4,77,85,78,83,95,80,DIPLOMA,Construction and Design
Student_137_5,92,83,75,82,83,84,DIPLOMA,Hospitality and Event Management
Student_137_6,81,81,94,79,86,75,DIPLOMA,Life Sciences and Environment
Student_137_7,90,76,85,85,82,82,DIPLOMA,Arts and Media
Student_137_8,80,75,93,80,85,85,DIPLOMA,Physical Education and Wellness
Student_137_9,85,85,79,76,95,80,DIPLOMA,"Finance, Business, and Marketing"
Student_138_1,75,88,83,78,82,95,DIPLOMA,Computer Science and Information Technology
Student_138_2,76,87,87,80,81,80,DIPLOMA,Mechanical and Electrical
Student_138_3,79,80,89,76,83,91,DIPLOMA,Electronics and Communication
Student_138_4,79,84,79,90,86,85,DIPLOMA,Construction and Design
Student_138_5,85,81,80,90,80,83,DIPLOMA,Hospitality and Event Management
Student_138_6,83,85,94,80,87,75,DIPLOMA,Life Sciences and Environment
Student_138_7,89,80,83,89,85,85,DIPLOMA,Arts and Media
Student_138_8,85,76,92,75,84,83,DIPLOMA,Physical Education and Wellness
Student_138_9,82,89,79,80,93,82,DIPLOMA,"Finance, Business, and Marketing"
Student_139_1,75,87,80,77,85,95,DIPLOMA,Computer Science and Information Technology
Student_139_2,80,95,85,79,82,80,DIPLOMA,Mechanical and Electrical
Student_139_3,80,83,89,76,81,88,DIPLOMA,Electronics and Communication
Student_139_4,80,84,78,90,92,82,DIPLOMA,Construction and Design
Student_139_5,94,83,80,89,81,82,DIPLOMA,Hospitality and Event Management
Student_139_6,81,80,87,77,85,75,DIPLOMA,Life Sciences and Environment
Student_139_7,88,80,80,80,80,82,DIPLOMA,Arts and Media
Student_139_8,86,77,87,75,81,84,DIPLOMA,Physical Education and Wellness
Student_139_9,80,85,79,75,85,81,DIPLOMA,"Finance, Business, and Marketing"
Student_140_1,80,82,80,75,84,89,DIPLOMA,Computer Science and Information Technology
Student_140_2,76,85,84,76,83,83,DIPLOMA,Mechanical and Electrical
Student_140_3,76,83,82,78,82,93,DIPLOMA,Electronics and Communication
Student_140_4,78,84,80,86,94,83,DIPLOMA,Construction and Design
Student_140_5,87,84,76,84,81,81,DIPLOMA,Hospitality and Event Management
Student_140_6,82,82,93,75,84,80,DIPLOMA,Life Sciences and Environment
Student_140_7,89,80,82,86,83,82,DIPLOMA,Arts and Media
Student_140_8,84,75,93,79,84,83,DIPLOMA,Physical Education and Wellness
Student_140_9,84,87,79,78,90,82,DIPLOMA,"Finance, Business, and Marketing"
Student_141_1,80,90,85,79,85,90,DIPLOMA,Computer Science and Information Technology
Student_141_2,78,93,82,76,83,84,DIPLOMA,Mechanical and Electrical
Student_141_3,79,81,82,79,83,91,DIPLOMA,Electronics and Communication
Student_141_4,78,83,78,81,93,85,DIPLOMA,Construction and Design
Student_141_5,92,85,76,81,81,84,DIPLOMA,Hospitality and Event Management
Student_141_6,80,83,94,76,88,77,DIPLOMA,Life Sciences and Environment
Student_141_7,95,75,82,90,85,80,DIPLOMA,Arts and Media
Student_141_8,87,78,85,79,85,81,DIPLOMA,Physical Education and Wellness
Student_141_9,80,87,79,77,89,80,DIPLOMA,"Finance, Business, and Marketing"
Student_142_1,80,87,81,80,83,85,DIPLOMA,Computer Science and Information Technology
Student_142_2,76,87,82,80,85,83,DIPLOMA,Mechanical and Electrical
Student_142_3,76,84,86,75,80,91,DIPLOMA,Electronics and Communication
Student_142_4,78,80,80,81,93,85,DIPLOMA,Construction and Design
Student_142_5,88,81,76,80,85,80,DIPLOMA,Hospitality and Event Management
Student_142_6,84,83,87,76,82,78,DIPLOMA,Life Sciences and Environment
Student_142_7,90,78,81,87,82,81,DIPLOMA,Arts and Media
Student_142_8,86,75,90,79,83,82,DIPLOMA,Physical Education and Wellness
Student_142_9,80,85,78,80,95,80,DIPLOMA,"Finance, Business, and Marketing"
Student_143_1,79,87,82,76,82,85,DIPLOMA,Computer Science and Information Technology
Student_143_2,79,87,83,75,84,84,DIPLOMA,Mechanical and Electrical
Student_143_3,79,80,86,78,81,91,DIPLOMA,Electronics and Communication
Student_143_4,80,80,77,81,90,81,DIPLOMA,Construction and Design
Student_143_5,92,80,75,81,85,84,DIPLOMA,Hospitality and Event Management
Student_143_6,84,84,86,79,85,80,DIPLOMA,Life Sciences and Environment
Student_143_7,92,78,80,88,82,85,DIPLOMA,Arts and Media
Student_143_8,87,78,93,75,84,82,DIPLOMA,Physical Education and Wellness
Student_143_9,83,89,75,80,86,84,DIPLOMA,"Finance, Business, and Marketing"
Student_144_1,75,88,84,78,81,89,DIPLOMA,Computer Science and Information Technology
Student_144_2,79,86,84,75,84,84,DIPLOMA,Mechanical and Electrical
Student_144_3,79,84,85,79,84,88,DIPLOMA,Electronics and Communication
Student_144_4,78,82,77,84,92,80,DIPLOMA,Construction and Design
Student_144_5,91,83,79,88,83,84,DIPLOMA,Hospitality and Event Management
Student_144_6,81,84,95,76,87,77,DIPLOMA,Life Sciences and Environment
Student_144_7,91,79,83,83,83,80,DIPLOMA,Arts and Media
Student_144_8,82,77,85,77,85,82,DIPLOMA,Physical Education and Wellness
Student_144_9,80,82,78,77,90,81,DIPLOMA,"Finance, Business, and Marketing"
Student_145_1,77,86,80,75,84,94,DIPLOMA,Computer Science and Information Technology
Student_145_2,78,88,86,76,85,85,DIPLOMA,Mechanical and Electrical
Student_145_3,78,80,90,80,84,92,DIPLOMA,Electronics and Communication
Student_145_4,75,85,80,86,88,81,DIPLOMA,Construction and Design
Student_145_5,91,83,80,81,85,84,DIPLOMA,Hospitality and Event Management
Student_145_6,83,82,95,80,85,76,DIPLOMA,Life Sciences and Environment
Student_145_7,92,80,83,82,84,85,DIPLOMA,Arts and Media
Student_145_8,81,76,89,80,82,83,DIPLOMA,Physical Education and Wellness
Student_145_9,80,90,80,78,91,82,DIPLOMA,"Finance, Business, and Marketing"
Student_146_1,76,85,85,78,80,86,DIPLOMA,Computer Science and Information Technology
Student_146_2,78,92,88,78,84,80,DIPLOMA,Mechanical and Electrical
Student_146_3,77,84,84,80,84,86,DIPLOMA,Electronics and Communication
Student_146_4,77,82,78,82,86,82,DIPLOMA,Construction and Design
Student_146_5,94,80,78,89,85,84,DIPLOMA,Hospitality and Event Management
Student_146_6,81,83,87,79,87,78,DIPLOMA,Life Sciences and Environment
Student_146_7,91,76,85,89,85,82,DIPLOMA,Arts and Media
Student_146_8,83,77,93,79,80,85,DIPLOMA,Physical Education and Wellness
Student_146_9,83,89,76,77,94,85,DIPLOMA,"Finance, Business, and Marketing"
Student_147_1,75,89,80,80,81,90,DIPLOMA,Computer Science and Information Technology
Student_147_2,78,92,81,76,82,80,DIPLOMA,Mechanical and Electrical
Student_147_3,80,83,82,79,82,93,DIPLOMA,Electronics and Communication
Student_147_4,78,80,79,88,91,82,DIPLOMA,Construction and Design
Student_147_5,88,81,78,90,85,83,DIPLOMA,Hospitality and Event Management
