Student ID,English,Mathematics,Science,Logical Reasoning,Computer Awareness
Student_830_4,58,63,59,63,60
Student_830_5,59,56,57,59,58
Student_831_1,66,70,73,70,73
Student_831_2,71,71,74,68,69
Student_831_3,69,65,69,67,69
Student_831_4,57,61,55,62,58
Student_831_5,58,56,55,55,59
Student_832_1,62,71,71,66,70
Student_832_2,73,74,70,65,66
Student_832_3,64,69,66,66,68
Student_832_4,59,61,59,64,60
Student_832_5,59,58,59,55,58
Student_833_1,73,70,74,65,71
Student_833_2,74,70,70,66,66
Student_833_3,68,66,66,68,65
Student_833_4,55,64,57,64,57
Student_833_5,57,58,59,58,58
Student_834_1,61,74,74,70,71
Student_834_2,72,72,74,72,66
Student_834_3,64,68,65,68,69
Student_834_4,56,62,55,61,64
Student_834_5,56,58,59,59,58
Student_835_1,70,73,70,65,73
Student_835_2,73,74,70,66,67
Student_835_3,67,66,68,69,66
Student_835_4,57,61,59,63,63
Student_835_5,56,58,59,56,59
Student_836_1,61,70,71,66,71
Student_836_2,61,72,73,73,65
Student_836_3,65,65,69,66,68
Student_836_4,56,64,56,63,63
Student_836_5,57,55,56,56,58
Student_837_1,70,71,70,71,74
Student_837_2,60,70,74,65,65
Student_837_3,65,69,65,65,68
Student_837_4,57,60,58,61,56
Student_837_5,59,59,56,59,55
Student_838_1,73,70,73,69,71
Student_838_2,60,72,72,68,69
Student_838_3,61,69,65,65,67
Student_838_4,55,60,55,62,64
Student_838_5,58,59,59,55,58
Student_839_1,68,70,71,70,71
Student_839_2,60,74,74,71,67
Student_839_3,68,69,66,68,68
Student_839_4,55,63,55,62,56
Student_839_5,55,58,57,57,59
Student_840_1,62,73,73,67,73
Student_840_2,69,72,74,73,65
Student_840_3,65,65,66,65,65
Student_840_4,59,60,56,63,63
Student_840_5,56,58,55,59,57
Student_841_1,68,72,74,69,71
Student_841_2,70,74,74,70,65
Student_841_3,71,66,69,67,68
Student_841_4,57,63,56,64,59
Student_841_5,56,59,57,59,58
Student_842_1,73,70,70,74,72
Student_842_2,72,70,73,68,66
Student_842_3,73,68,65,65,67
Student_842_4,56,63,59,63,62
Student_842_5,55,55,55,56,59
Student_843_1,64,71,70,73,71
Student_843_2,74,73,70,67,67
Student_843_3,61,69,67,69,69
Student_843_4,56,64,56,60,63
Student_843_5,58,56,57,57,57
Student_844_1,70,73,71,67,74
Student_844_2,73,73,73,66,66
Student_844_3,69,68,65,66,66
Student_844_4,56,62,56,63,58
Student_844_5,58,59,59,58,58
Student_845_1,74,72,73,65,72
Student_845_2,64,74,73,74,66
Student_845_3,60,65,65,68,65
Student_845_4,59,62,57,62,57
Student_845_5,57,55,57,59,57
Student_846_1,63,71,72,69,70
Student_846_2,61,71,72,67,67
Student_846_3,66,67,68,66,69
Student_846_4,57,62,57,63,55
Student_846_5,59,59,58,57,56
Student_847_1,67,74,71,68,72
Student_847_2,70,71,73,73,65
Student_847_3,63,65,68,69,67
Student_847_4,59,63,55,63,59
Student_847_5,55,56,58,55,55
Student_848_1,61,73,73,70,74
Student_848_2,63,70,70,69,66
Student_848_3,61,69,69,68,67
Student_848_4,55,62,55,62,55
Student_848_5,58,56,57,56,58
Student_849_1,61,73,71,68,73
Student_849_2,65,70,70,73,69
Student_849_3,74,66,66,67,68
Student_849_4,59,63,57,61,57
Student_849_5,55,57,57,55,56
Student_850_1,63,70,74,72,70
Student_850_2,72,72,71,66,69
Student_850_3,70,65,65,68,67
Student_850_4,56,60,59,61,59
Student_850_5,59,57,57,59,59
Student_851_1,61,74,74,70,72
Student_851_2,74,70,72,74,66
Student_851_3,63,66,66,68,69
Student_851_4,55,61,59,62,60
Student_851_5,57,57,56,56,56
Student_852_1,66,71,72,67,71
Student_852_2,67,71,73,71,69
Student_852_3,68,68,66,65,66
Student_852_4,59,62,57,60,55
Student_852_5,57,56,55,59,56
Student_853_1,67,74,73,72,70
Student_853_2,66,73,71,67,69
Student_853_3,72,65,65,68,68
Student_853_4,57,61,55,61,61
Student_853_5,56,55,55,58,59
Student_854_1,62,73,72,73,74
Student_854_2,63,70,74,65,68
Student_854_3,62,69,69,65,66
Student_854_4,58,62,57,62,64
Student_854_5,58,56,59,59,59
Student_855_1,73,71,72,73,72
Student_855_2,60,71,74,71,68
Student_855_3,60,65,66,68,68
Student_855_4,57,63,59,61,62
Student_855_5,57,59,57,57,59
Student_856_1,63,73,73,68,73
Student_856_2,68,73,71,69,69
Student_856_3,66,68,67,66,69
Student_856_4,55,63,58,64,61
Student_856_5,55,57,58,59,59
Student_857_1,69,71,70,69,73
Student_857_2,70,70,71,66,68
Student_857_3,66,67,69,68,65
Student_857_4,58,64,57,64,60
Student_857_5,56,55,55,56,58
Student_858_1,72,72,71,74,71
Student_858_2,67,74,74,66,69
Student_858_3,60,67,67,68,66
Student_858_4,55,61,59,60,57
Student_858_5,57,56,58,58,57
Student_859_1,74,74,71,67,70
Student_859_2,62,72,70,65,67
Student_859_3,71,66,66,67,66
Student_859_4,56,62,55,63,62
Student_859_5,56,58,58,59,58
Student_860_1,69,73,71,69,74
Student_860_2,72,71,72,67,66
Student_860_3,62,66,68,67,67
Student_860_4,58,64,58,62,64
Student_860_5,56,56,58,56,59
Student_861_1,63,71,74,72,72
Student_861_2,68,72,73,74,68
Student_861_3,65,67,65,68,67
Student_861_4,55,63,58,61,60
Student_861_5,56,58,56,56,56
Student_862_1,60,70,73,71,71
Student_862_2,71,74,70,66,67
Student_862_3,71,68,68,66,69
Student_862_4,57,63,58,60,61
Student_862_5,55,57,59,59,59
Student_863_1,71,74,73,67,73
Student_863_2,64,72,70,73,69
Student_863_3,65,65,68,65,67
Student_863_4,55,64,57,64,61
Student_863_5,58,58,55,56,57
Student_864_1,64,74,72,67,73
Student_864_2,74,71,72,67,69
Student_864_3,73,66,65,67,69
Student_864_4,57,60,57,63,55
Student_864_5,58,59,58,58,56
Student_865_1,64,70,73,74,70
Student_865_2,71,74,74,67,68
Student_865_3,61,68,65,65,68
Student_865_4,56,60,56,63,63
Student_865_5,56,55,59,57,55
Student_866_1,72,71,74,70,70
Student_866_2,67,73,74,67,68
Student_866_3,63,66,68,67,69
Student_866_4,59,61,57,63,63
Student_866_5,58,57,56,56,57
Student_867_1,60,72,71,71,71
Student_867_2,60,73,73,66,66
Student_867_3,71,68,68,67,68
Student_867_4,58,60,55,63,59
Student_867_5,58,55,58,56,57
Student_868_1,69,70,73,73,73
Student_868_2,65,70,71,68,69
Student_868_3,60,65,68,69,66
Student_868_4,56,64,59,64,63
Student_868_5,58,56,55,59,58
Student_869_1,65,72,73,67,74
Student_869_2,64,73,72,73,66
Student_869_3,73,66,69,66,69
Student_869_4,55,61,56,63,56
Student_869_5,59,56,57,57,58
Student_870_1,64,72,73,72,74
Student_870_2,68,73,73,67,67
Student_870_3,61,66,68,66,69
Student_870_4,59,62,55,61,59
Student_870_5,59,58,55,59,59
Student_871_1,74,72,73,73,72
Student_871_2,71,72,71,68,68
Student_871_3,60,69,68,67,65
Student_871_4,57,61,59,63,59
Student_871_5,56,57,56,55,58
Student_872_1,60,73,72,73,71
Student_872_2,69,74,73,65,68
Student_872_3,64,67,68,68,68
Student_872_4,56,61,56,63,56
Student_872_5,58,59,56,57,59
Student_873_1,72,73,73,65,73
Student_873_2,67,72,70,66,68
Student_873_3,65,67,65,67,67
Student_873_4,57,64,57,60,60
Student_873_5,56,56,56,58,59
Student_874_1,68,71,70,67,74
Student_874_2,63,71,70,71,68
Student_874_3,74,68,68,69,69
Student_874_4,57,62,58,63,62
Student_874_5,58,55,55,56,58
Student_875_1,69,74,72,69,71
Student_875_2,67,71,74,70,66
Student_875_3,61,65,68,65,68
Student_875_4,58,63,59,61,61
Student_875_5,56,58,55,59,58
Student_876_1,60,70,70,72,70
Student_876_2,65,74,72,65,66
Student_876_3,65,66,67,68,67
Student_876_4,55,62,59,60,63
Student_876_5,55,55,56,59,58
Student_877_1,68,71,71,73,73
Student_877_2,61,73,71,67,65
Student_877_3,60,68,69,69,68
Student_877_4,56,63,55,61,64
Student_877_5,55,55,55,59,57
Student_878_1,63,73,73,73,73
Student_878_2,66,74,71,72,67
Student_878_3,66,67,68,68,68
Student_878_4,59,64,55,64,61
Student_878_5,55,58,56,56,56
Student_879_1,71,70,71,66,74
Student_879_2,66,71,70,71,69
Student_879_3,66,65,69,67,67
Student_879_4,59,63,59,64,63
Student_879_5,56,56,58,55,58
Student_880_1,65,74,74,73,73
Student_880_2,71,72,74,70,67
Student_880_3,64,68,67,65,68
Student_880_4,58,61,56,62,56
Student_880_5,57,57,55,58,58
Student_881_1,73,72,71,68,70
Student_881_2,67,70,70,66,66
Student_881_3,63,67,67,66,65
Student_881_4,58,60,58,60,59
Student_881_5,56,56,55,57,59
Student_882_1,63,73,74,68,73
Student_882_2,61,70,71,65,69
Student_882_3,68,65,67,65,67
Student_882_4,58,61,55,60,60
Student_882_5,58,58,59,56,59
Student_883_1,64,73,72,71,70
Student_883_2,67,71,73,74,65
Student_883_3,66,69,66,66,65
Student_883_4,57,64,58,64,63
Student_883_5,58,59,58,57,56
Student_884_1,71,72,70,66,70
Student_884_2,60,71,73,69,66
Student_884_3,65,66,67,69,67
Student_884_4,58,61,59,64,61
Student_884_5,58,58,57,59,57
Student_885_1,67,71,74,70,70
Student_885_2,69,74,70,68,65
Student_885_3,68,69,68,68,65
Student_885_4,58,63,58,63,62
Student_885_5,59,55,59,59,56
Student_886_1,69,72,70,70,73
Student_886_2,71,74,74,73,69
Student_886_3,67,65,66,66,67
Student_886_4,59,60,58,63,60
Student_886_5,59,59,56,58,58
Student_887_1,68,74,74,74,74
Student_887_2,65,73,70,74,65
Student_887_3,68,65,69,65,65
Student_887_4,57,63,56,60,55
Student_887_5,59,56,55,55,59
Student_888_1,64,72,71,70,70
Student_888_2,60,71,73,69,65
Student_888_3,71,65,67,68,66
Student_888_4,57,63,58,62,60
Student_888_5,59,58,56,55,58
Student_889_1,73,71,70,67,72
Student_889_2,62,73,74,71,65
Student_889_3,65,68,68,69,65
Student_889_4,56,60,57,63,61
Student_889_5,55,56,55,55,58
Student_890_1,68,72,73,72,74
Student_890_2,67,71,73,74,69
Student_890_3,65,65,65,67,65
Student_890_4,55,62,58,62,56
Student_890_5,56,56,58,59,59
Student_891_1,70,70,70,65,71
Student_891_2,62,71,74,70,68
Student_891_3,69,65,67,68,68
Student_891_4,55,60,55,62,56
Student_891_5,55,55,57,57,57
Student_892_1,65,74,71,71,74
Student_892_2,67,71,71,65,65
Student_892_3,63,65,65,67,67
Student_892_4,56,61,56,60,61
Student_892_5,55,58,55,55,56
Student_893_1,71,72,71,66,72
Student_893_2,63,71,72,65,65
Student_893_3,68,67,66,67,68
Student_893_4,55,62,59,62,58
Student_893_5,59,59,55,56,59
Student_894_1,63,70,72,74,74
Student_894_2,73,73,74,69,65
Student_894_3,69,65,65,69,65
Student_894_4,56,62,57,64,57
Student_894_5,59,55,56,59,58
Student_895_1,72,73,70,66,71
Student_895_2,66,74,74,65,68
Student_895_3,65,66,67,66,67
Student_895_4,57,63,58,60,63
Student_895_5,57,58,58,59,58
Student_896_1,63,72,73,67,71
Student_896_2,61,72,71,68,65
Student_896_3,62,65,68,68,69
Student_896_4,56,62,55,63,56
Student_896_5,55,57,56,59,55
Student_897_1,65,74,70,66,70
Student_897_2,69,71,73,68,66
Student_897_3,73,69,66,68,65
Student_897_4,55,64,57,61,63
Student_897_5,56,56,56,56,59
Student_898_1,61,74,71,70,72
Student_898_2,62,73,71,74,68
Student_898_3,63,67,66,69,68
Student_898_4,59,61,57,63,63
Student_898_5,59,58,57,55,58
Student_899_1,68,74,72,70,73
Student_899_2,64,70,73,69,66
Student_899_3,67,67,67,65,66
Student_899_4,59,64,57,63,55
Student_899_5,56,57,55,56,57
Student_900_1,72,71,71,66,73
Student_900_2,70,73,72,68,67
Student_900_3,67,69,68,68,65
Student_900_4,57,60,55,60,60
Student_900_5,58,57,57,58,57
Student_901_1,62,70,71,68,72
Student_901_2,61,70,72,73,65
Student_901_3,63,67,65,65,69
Student_901_4,57,60,56,60,55
Student_901_5,59,59,59,56,55
Student_902_1,71,72,71,67,74
Student_902_2,64,71,73,71,65
Student_902_3,74,66,65,67,67
Student_902_4,59,62,55,63,56
Student_902_5,57,58,55,56,56
Student_903_1,62,71,70,71,70
Student_903_2,69,72,73,74,66
Student_903_3,74,67,69,68,69
Student_903_4,55,61,58,61,60
Student_903_5,56,58,57,56,55
Student_904_1,64,73,72,65,74
Student_904_2,68,71,72,72,65
Student_904_3,64,68,69,65,65
Student_904_4,59,64,55,64,64
Student_904_5,55,56,58,59,56
Student_905_1,69,73,74,66,74
Student_905_2,74,71,71,67,68
Student_905_3,73,66,66,68,65
Student_905_4,56,62,57,60,57
Student_905_5,59,55,59,55,56
Student_906_1,73,71,74,69,71
Student_906_2,64,71,70,74,69
Student_906_3,61,65,67,65,67
Student_906_4,58,64,56,63,63
Student_906_5,57,57,56,56,57
Student_907_1,69,70,71,66,73
Student_907_2,66,70,70,65,66
Student_907_3,70,68,67,69,65
Student_907_4,55,62,58,63,60
Student_907_5,57,57,57,56,56
Student_908_1,71,71,71,71,70
Student_908_2,74,74,70,69,69
Student_908_3,64,66,65,68,68
Student_908_4,59,64,57,63,56
Student_908_5,59,57,56,56,59
Student_909_1,74,70,73,66,73
Student_909_2,72,73,73,65,69
Student_909_3,70,66,65,69,67
Student_909_4,56,61,56,64,64
Student_909_5,57,55,58,56,57
Student_910_1,63,70,70,67,73
Student_910_2,69,73,70,65,66
Student_910_3,61,68,69,67,67
Student_910_4,57,61,56,61,60
Student_910_5,57,56,57,58,55
Student_911_1,69,74,74,74,70
Student_911_2,64,72,70,72,67
Student_911_3,74,69,69,65,67
Student_911_4,55,62,57,63,60
Student_911_5,55,55,55,58,58
Student_912_1,70,72,72,73,72
Student_912_2,73,71,71,71,68
Student_912_3,72,69,67,65,66
Student_912_4,57,61,59,61,64
Student_912_5,55,59,57,59,58
Student_913_1,69,73,71,73,73
Student_913_2,65,73,70,67,67
Student_913_3,69,67,65,67,65
Student_913_4,59,60,59,63,56
Student_913_5,59,58,55,58,58
Student_914_1,72,71,70,72,70
Student_914_2,67,70,73,67,66
Student_914_3,70,69,66,69,67
Student_914_4,58,60,57,61,64
Student_914_5,56,55,58,57,59
Student_915_1,69,74,71,74,74
Student_915_2,72,71,72,72,68
Student_915_3,66,69,68,68,67
Student_915_4,55,63,55,61,59
Student_915_5,56,59,56,57,59
Student_916_1,71,73,74,70,74
Student_916_2,63,71,70,65,68
Student_916_3,60,68,69,69,65
Student_916_4,57,60,56,63,56
Student_916_5,55,56,55,56,59
Student_917_1,71,70,70,73,74
Student_917_2,64,72,70,71,68
Student_917_3,71,67,66,68,68
Student_917_4,59,63,57,62,55
Student_917_5,58,58,58,56,56
Student_918_1,67,74,70,74,70
Student_918_2,64,70,71,71,66
Student_918_3,67,68,68,65,65
Student_918_4,55,64,55,61,63
Student_918_5,55,59,55,57,57
Student_919_1,74,70,70,72,71
Student_919_2,71,73,72,73,69
Student_919_3,65,69,66,68,68
Student_919_4,58,62,59,63,58
Student_919_5,56,59,57,55,55
Student_920_1,67,73,74,71,73
Student_920_2,70,73,74,67,68
Student_920_3,67,67,66,66,66
Student_920_4,56,62,58,60,58
Student_920_5,55,56,55,59,57
Student_921_1,71,71,71,70,72
Student_921_2,61,71,72,73,66
Student_921_3,62,66,68,66,65
Student_921_4,56,62,55,63,59
Student_921_5,59,59,58,58,59
Student_922_1,62,71,74,68,73
Student_922_2,63,72,70,74,66
Student_922_3,68,66,68,66,67
Student_922_4,55,63,59,63,63
Student_922_5,57,56,57,55,58
Student_923_1,67,73,70,65,72
Student_923_2,64,70,70,68,67
Student_923_3,70,65,69,66,67
Student_923_4,55,60,59,60,58
Student_923_5,59,59,59,55,59
Student_924_1,68,71,71,69,70
Student_924_2,72,70,72,65,69
Student_924_3,67,66,66,65,69
Student_924_4,57,64,59,64,64
Student_924_5,59,55,57,56,59
Student_925_1,60,74,71,71,72
Student_925_2,73,74,74,70,66
Student_925_3,74,69,69,68,69
Student_925_4,58,62,55,64,59
Student_925_5,55,58,55,57,57
Student_926_1,65,70,70,70,70
Student_926_2,62,71,73,67,66
Student_926_3,60,67,65,67,66
Student_926_4,56,61,59,62,64
Student_926_5,55,58,58,56,58
Student_927_1,64,73,72,67,72
Student_927_2,70,73,73,65,65
Student_927_3,63,68,66,66,67
Student_927_4,56,62,57,60,63
Student_927_5,55,58,58,59,55
Student_928_1,73,73,71,72,72
Student_928_2,63,71,70,73,66
Student_928_3,65,66,67,67,69
Student_928_4,55,62,56,62,64
Student_928_5,59,56,57,56,56
Student_929_1,65,71,73,65,74
Student_929_2,70,73,74,65,65
Student_929_3,70,69,66,67,68
Student_929_4,58,60,58,62,60
Student_929_5,57,58,56,56,56
Student_930_1,68,70,74,73,72
Student_930_2,69,72,71,70,66
Student_930_3,71,66,67,69,65
Student_930_4,56,63,59,62,60
Student_930_5,58,56,56,55,57
Student_931_1,60,71,71,68,73
Student_931_2,66,70,73,73,69
Student_931_3,71,66,65,69,65
Student_931_4,58,60,58,62,62
Student_931_5,58,58,59,59,56
Student_932_1,70,72,70,71,73
Student_932_2,66,74,74,68,67
Student_932_3,68,67,65,68,65
Student_932_4,59,62,57,60,56
Student_932_5,58,55,56,57,55
Student_933_1,62,71,72,69,71
Student_933_2,64,71,70,66,68
Student_933_3,74,68,66,65,66
Student_933_4,59,61,57,61,57
Student_933_5,58,58,55,57,58
Student_934_1,60,73,70,74,70
Student_934_2,72,74,74,65,68
Student_934_3,70,69,68,66,67
Student_934_4,58,63,59,63,57
Student_934_5,59,58,59,56,56
Student_935_1,70,73,72,69,70
Student_935_2,71,73,72,68,69
Student_935_3,65,68,65,69,67
Student_935_4,56,60,55,60,64
Student_935_5,55,55,56,55,55
Student_936_1,70,71,73,69,73
Student_936_2,60,73,72,72,65
Student_936_3,66,65,69,66,67
Student_936_4,56,62,56,60,56
Student_936_5,58,55,56,55,57
Student_937_1,69,74,72,72,71
Student_937_2,66,72,73,72,65
Student_937_3,69,67,65,65,66
Student_937_4,55,63,56,64,62
Student_937_5,55,57,58,57,57
Student_938_1,69,73,73,69,72
Student_938_2,71,70,74,69,69
Student_938_3,73,66,68,68,67
Student_938_4,55,62,55,63,63
Student_938_5,56,58,59,59,58
Student_939_1,65,70,73,65,74
Student_939_2,74,73,73,69,65
Student_939_3,63,65,65,65,69
Student_939_4,59,62,58,60,62
Student_939_5,56,58,56,55,58
Student_940_1,66,72,70,65,73
Student_940_2,61,73,71,73,68
Student_940_3,64,69,65,68,69
Student_940_4,56,61,58,61,62
Student_940_5,57,57,59,56,57
Student_941_1,66,74,71,73,70
Student_941_2,69,73,73,66,65
Student_941_3,64,66,67,69,69
Student_941_4,59,61,55,63,61
Student_941_5,56,59,56,57,59
Student_942_1,68,73,70,72,74
Student_942_2,60,70,73,66,67
Student_942_3,65,67,67,67,69
Student_942_4,55,62,58,62,60
Student_942_5,56,59,57,56,59
Student_943_1,74,73,74,67,70
Student_943_2,62,70,71,71,68
Student_943_3,68,68,68,69,65
Student_943_4,55,61,56,63,60
Student_943_5,55,55,58,55,57
Student_944_1,67,70,70,67,70
Student_944_2,73,74,73,66,66
Student_944_3,70,65,67,68,65
Student_944_4,58,62,58,60,61
Student_944_5,59,58,56,57,55
Student_945_1,67,70,73,74,72
Student_945_2,60,71,71,70,67
Student_945_3,64,68,66,69,65
Student_945_4,58,64,56,60,56
Student_945_5,56,58,56,56,59
Student_946_1,73,71,74,73,74
Student_946_2,68,74,74,72,67
Student_946_3,60,69,65,69,69
Student_946_4,55,64,56,63,62
Student_946_5,58,55,59,57,57
Student_947_1,72,73,74,66,70
Student_947_2,73,71,70,69,67
Student_947_3,61,69,65,68,66
Student_947_4,58,60,56,64,56
Student_947_5,55,57,57,59,56
Student_948_1,63,73,72,69,70
Student_948_2,65,70,71,69,67
Student_948_3,66,65,67,65,67
Student_948_4,55,64,56,63,60
Student_948_5,57,55,59,55,58
Student_949_1,67,70,73,67,72
Student_949_2,69,73,72,73,66
Student_949_3,74,66,68,65,69
Student_949_4,56,63,59,63,64
Student_949_5,59,55,59,55,55
Student_950_1,70,74,73,74,70
Student_950_2,68,71,72,70,65
Student_950_3,60,67,66,69,66
Student_950_4,57,62,55,60,64
Student_950_5,55,55,55,56,57
Student_951_1,60,71,71,67,73
Student_951_2,65,70,74,66,66
Student_951_3,62,67,67,67,67
Student_951_4,57,62,58,62,63
Student_951_5,55,56,59,59,58
Student_952_1,65,71,71,74,73
Student_952_2,68,70,70,73,67
Student_952_3,62,68,68,67,67
Student_952_4,58,61,58,64,60
Student_952_5,57,57,56,59,59
Student_953_1,72,72,74,72,71
Student_953_2,62,73,73,72,65
Student_953_3,68,67,67,68,65
Student_953_4,57,62,56,62,58
Student_953_5,59,58,59,55,59
Student_954_1,62,73,72,73,72
Student_954_2,66,72,74,72,69
Student_954_3,64,67,66,66,69
Student_954_4,55,63,58,60,57
Student_954_5,55,56,55,57,55
Student_955_1,68,74,73,66,70
Student_955_2,62,70,74,68,67
Student_955_3,73,69,67,68,69
Student_955_4,56,60,57,63,63
Student_955_5,59,58,57,56,58
Student_956_1,69,72,71,68,71
Student_956_2,74,71,73,65,65
Student_956_3,70,65,69,69,69
Student_956_4,58,63,56,61,62
Student_956_5,59,57,57,57,58
Student_957_1,64,73,72,68,73
Student_957_2,70,70,70,67,66
Student_957_3,67,65,68,66,69
Student_957_4,59,61,58,63,61
Student_957_5,59,58,59,57,55
Student_958_1,61,74,73,71,74
Student_958_2,67,71,73,67,65
Student_958_3,66,69,66,67,68
Student_958_4,57,64,57,64,55
Student_958_5,57,55,55,57,55
Student_959_1,74,72,72,66,72
Student_959_2,68,71,70,68,69
Student_959_3,64,66,69,66,67
Student_959_4,55,63,59,63,59
Student_959_5,58,57,56,59,55
Student_960_1,73,72,73,68,71
Student_960_2,73,70,73,69,69
Student_960_3,69,69,66,69,68
Student_960_4,59,60,58,63,56
Student_960_5,59,59,55,55,59
Student_961_1,72,74,74,66,70
Student_961_2,67,73,70,69,66
Student_961_3,70,68,65,66,68
Student_961_4,59,63,55,61,56
Student_961_5,55,58,56,56,59
Student_962_1,67,73,74,68,71
Student_962_2,72,72,74,65,66
Student_962_3,70,67,65,65,69
Student_962_4,58,64,59,61,60
Student_962_5,58,55,56,59,57
Student_963_1,72,73,73,68,72
Student_963_2,69,70,74,69,68
Student_963_3,65,69,65,68,68
Student_963_4,56,60,56,61,62
Student_963_5,57,59,59,57,57
Student_964_1,65,71,73,72,74
Student_964_2,68,73,73,73,68
Student_964_3,62,68,66,65,67
Student_964_4,59,63,59,61,60
Student_964_5,57,55,55,55,56
Student_965_1,70,73,70,69,73
Student_965_2,61,73,74,70,66
Student_965_3,74,68,69,67,66
Student_965_4,58,61,58,60,63
Student_965_5,59,55,58,59,59
Student_966_1,64,73,74,68,73
Student_966_2,61,74,74,65,69
Student_966_3,62,68,68,67,67
Student_966_4,58,62,59,61,57
Student_966_5,55,57,58,57,59
Student_967_1,67,71,72,73,74
Student_967_2,66,74,70,69,67
Student_967_3,61,69,69,68,67
Student_967_4,55,64,57,60,57
Student_967_5,56,57,55,58,57
Student_968_1,60,73,73,66,70
Student_968_2,60,72,70,66,65
Student_968_3,65,69,69,65,66
Student_968_4,55,63,56,63,62
Student_968_5,58,59,57,55,58
Student_969_1,61,71,72,68,72
Student_969_2,73,72,71,74,65
Student_969_3,66,65,66,68,66
Student_969_4,55,63,55,62,59
Student_969_5,58,56,59,57,55
Student_970_1,62,70,72,74,71
Student_970_2,64,74,72,65,66
Student_970_3,61,67,69,65,66
Student_970_4,57,63,56,62,55
Student_970_5,59,56,55,55,57
Student_971_1,62,74,74,72,72
Student_971_2,72,73,74,72,66
Student_971_3,65,67,65,65,65
Student_971_4,58,64,58,63,64
Student_971_5,55,58,59,57,59
Student_972_1,71,73,73,66,70
Student_972_2,62,71,70,65,65
Student_972_3,65,66,65,65,66
Student_972_4,58,64,59,61,59
Student_972_5,56,55,58,57,57
Student_973_1,72,71,74,72,71
Student_973_2,66,71,74,66,69
Student_973_3,66,66,68,67,66
Student_973_4,55,64,56,64,61
Student_973_5,55,55,58,57,56
Student_974_1,73,74,71,71,70
Student_974_2,69,71,73,65,68
Student_974_3,74,67,68,67,67
Student_974_4,58,61,58,63,57
Student_974_5,57,57,59,57,55
Student_975_1,62,70,74,71,74
Student_975_2,65,73,73,65,68
Student_975_3,70,68,67,67,65
Student_975_4,57,64,59,64,57
Student_975_5,56,58,58,59,59
Student_976_1,65,73,72,68,73
Student_976_2,73,74,71,65,66
Student_976_3,73,69,66,67,69
Student_976_4,55,62,58,61,60
Student_976_5,58,58,55,57,58
Student_977_1,61,70,74,74,74
Student_977_2,61,72,70,65,68
Student_977_3,61,68,67,65,68
Student_977_4,56,61,58,60,62
Student_977_5,58,59,58,56,58
Student_978_1,71,73,74,68,71
Student_978_2,71,72,74,67,65
Student_978_3,61,68,65,66,69
Student_978_4,55,63,56,61,55
Student_978_5,56,55,59,58,57
Student_979_1,66,70,74,66,70
Student_979_2,65,72,71,69,69
Student_979_3,71,65,66,69,67
Student_979_4,59,60,59,62,57
Student_979_5,58,58,56,59,59
Student_980_1,66,71,70,65,71
Student_980_2,62,73,71,69,65
Student_980_3,74,68,68,66,67
Student_980_4,57,63,57,64,62
Student_980_5,55,55,58,58,59
Student_981_1,68,72,74,71,73
Student_981_2,62,71,73,68,68
Student_981_3,73,68,66,66,69
Student_981_4,56,64,57,62,62
Student_981_5,55,56,56,59,56
Student_982_1,65,72,70,66,72
Student_982_2,63,72,72,67,68
Student_982_3,61,67,69,68,67
Student_982_4,55,62,56,61,62
Student_982_5,59,55,59,56,57
Student_983_1,63,72,72,72,70
Student_983_2,74,72,74,69,65
Student_983_3,67,67,67,68,69
Student_983_4,57,63,55,64,63
Student_983_5,55,57,58,56,56
Student_984_1,74,70,71,66,72
Student_984_2,67,70,71,71,67
Student_984_3,73,67,68,66,66
Student_984_4,59,64,59,62,62
Student_984_5,58,58,55,58,56
Student_985_1,69,71,72,66,73
Student_985_2,62,71,72,67,66
Student_985_3,73,68,69,69,67
Student_985_4,59,63,57,62,55
Student_985_5,58,56,56,57,58
Student_986_1,63,74,71,65,70
Student_986_2,62,72,71,70,67
Student_986_3,72,66,65,65,69
Student_986_4,58,62,59,61,60
Student_986_5,57,59,57,55,59
Student_987_1,74,74,73,70,74
Student_987_2,70,73,71,73,66
Student_987_3,69,68,66,65,66
Student_987_4,56,63,55,62,55
Student_987_5,55,57,57,57,56
Student_988_1,61,72,71,70,71
Student_988_2,63,73,74,69,67
Student_988_3,73,68,65,69,68
Student_988_4,58,64,56,62,61
Student_988_5,59,59,56,57,58
Student_989_1,74,74,74,74,72
Student_989_2,73,72,73,68,65
Student_989_3,60,66,65,66,69
Student_989_4,58,63,59,62,59
Student_989_5,58,58,58,55,57
Student_990_1,73,70,71,71,71
Student_990_2,73,73,70,68,67
Student_990_3,74,68,66,68,68
Student_990_4,56,61,55,60,56
Student_990_5,55,56,59,57,57
Student_991_1,73,73,72,65,73
Student_991_2,73,70,70,72,69
Student_991_3,63,69,66,69,67
Student_991_4,58,63,57,60,58
Student_991_5,55,58,55,57,59
Student_992_1,68,74,71,71,71
Student_992_2,63,71,74,67,65
Student_992_3,62,65,69,65,66
Student_992_4,59,62,57,61,55
Student_992_5,58,58,58,58,58
Student_993_1,61,71,71,73,70
Student_993_2,64,70,70,67,65
Student_993_3,61,68,65,68,67
Student_993_4,58,61,58,60,62
Student_993_5,57,56,56,55,56
Student_994_1,69,74,73,70,73
Student_994_2,63,71,74,71,65
Student_994_3,65,66,66,69,67
Student_994_4,56,64,58,60,58
